Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
331,2024-07-28 09:27:59.297626,"Loan approval took forever, not coming back for another loan.",Mobile App,Positive,Mortgage Services,Australia,Small Business,17,Resolved,Service Issue,3,Technical Issue,First interaction,We are working on resolving your issue.,Loan Processing Delays
332,2024-01-05 09:27:59.297627,"The wait time for customer support is too long, not acceptable.",Phone Call,Negative,ATM Services,Asia,Young Professionals,32,Resolved,Service Issue,2,Usability,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
333,2024-03-15 09:27:59.297629,The interest rates on savings accounts are too low.,Survey,Positive,Credit Cards,Asia,Small Business,24,Resolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
334,2024-03-18 09:27:59.297631,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Positive,Fees & Charges,Europe,Retirees,9,Unresolved,Service Issue,1,Customer Service,Frequent user,Thank you for your feedback.,ATM Failures
335,2024-07-15 09:27:59.297632,The interest rates on savings accounts are too low.,Survey,Positive,Savings Accounts,Asia,Young Families,24,Resolved,Service Issue,4,Customer Service,First interaction,We apologize for the inconvenience.,Loan Processing Delays
336,2024-05-01 09:27:59.297634,"Investment advice was very helpful, made some good decisions.",Survey,Positive,Fees & Charges,Australia,Small Business,7,Resolved,Service Issue,3,Technical Issue,Called last year,We are working on resolving your issue.,Loan Processing Delays
337,2024-05-17 09:27:59.297635,"I waited 30 minutes to speak to someone, and they weren't helpful.",Mobile App,Mixed,Online Banking,Europe,Young Professionals,25,Resolved,Service Issue,3,Customer Service,First interaction,Your issue has been resolved.,Loan Processing Delays
338,2023-10-29 09:27:59.297637,"I’m not happy with the loan approval process, very slow.",Phone Call,Negative,Credit Cards,Asia,Small Business,26,Unresolved,Service Issue,5,Technical Issue,Frequent user,We apologize for the inconvenience.,Technical Issues
339,2023-12-19 09:27:59.297638,"Service charges are too high for young professionals, need better options.",Phone Call,Negative,Online Banking,South America,Young Professionals,38,Unresolved,Service Issue,1,Customer Service,First interaction,We are working on resolving your issue.,Technical Issues
340,2024-03-28 09:27:59.297640,"I had a great experience getting my credit card, easy and fast process.",Email,Mixed,Fees & Charges,Europe,Students,15,Resolved,Service Issue,1,Usability,First interaction,Your issue has been resolved.,Technical Issues
341,2024-07-13 09:27:59.297642,"ATM service is unreliable, often out of service.",Branch Visit,Positive,Mortgage Services,North America,Young Families,35,Unresolved,Service Issue,2,Usability,Called last year,Thank you for your feedback.,High Fees
342,2024-07-10 09:27:59.297643,"Quick and easy mortgage application, great experience.",Survey,Mixed,Mortgage Services,Australia,Small Business,3,Resolved,Service Issue,2,Usability,Frequent user,We are working on resolving your issue.,Slow Customer Service
343,2024-06-24 09:27:59.297645,"Mobile banking interface is user-friendly, much appreciated.",Phone Call,Negative,Investment Advice,South America,Young Families,25,Resolved,Service Issue,3,Customer Service,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
344,2024-08-13 09:27:59.297646,"The credit card features are excellent, love the rewards program.",Email,Negative,Loan Services,North America,Students,33,Resolved,Service Issue,1,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
345,2024-09-09 09:27:59.297648,The interest rates on savings accounts are too low.,Mobile App,Positive,Savings Accounts,Australia,Retirees,15,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
346,2024-07-01 09:27:59.297649,"High fees on savings accounts, definitely not competitive.",Survey,Negative,ATM Services,North America,Young Professionals,20,Unresolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,Technical Issues
347,2024-03-08 09:27:59.297651,"The wait time for customer support is too long, not acceptable.",Branch Visit,Positive,Loan Services,Europe,Students,37,Resolved,Service Issue,1,Customer Service,Frequent user,We apologize for the inconvenience.,Slow Customer Service
348,2023-10-15 09:27:59.297653,"I’m not happy with the loan approval process, very slow.",Mobile App,Positive,Savings Accounts,North America,Small Business,4,Resolved,Service Issue,3,Customer Service,Frequent user,We are working on resolving your issue.,Loan Processing Delays
349,2024-01-19 09:27:59.297654,"Service charges are too high for young professionals, need better options.",Mobile App,Negative,ATM Services,Australia,Small Business,19,Unresolved,Service Issue,4,Technical Issue,Called last year,We apologize for the inconvenience.,ATM Failures
350,2023-11-26 09:27:59.297656,The interest rates on savings accounts are too low.,Email,Positive,Online Banking,South America,Young Professionals,3,Unresolved,Service Issue,2,Customer Service,First interaction,We are working on resolving your issue.,High Fees
351,2023-11-02 09:27:59.297658,"I’m not happy with the loan approval process, very slow.",Phone Call,Negative,Mortgage Services,South America,Young Families,40,Unresolved,Service Issue,5,Customer Service,First interaction,We are working on resolving your issue.,Loan Processing Delays
352,2023-10-29 09:27:59.297659,"The bank charges too many fees, thinking of switching.",Social Media,Mixed,Loan Services,Europe,Small Business,27,Resolved,Service Issue,1,Customer Service,First interaction,Your issue has been resolved.,Slow Customer Service
353,2024-02-03 09:27:59.297661,"I’m not happy with the loan approval process, very slow.",Email,Positive,Loan Services,South America,Young Professionals,8,Unresolved,Service Issue,2,Usability,Called last year,Thank you for your feedback.,ATM Failures
354,2023-09-29 09:27:59.297663,"Service charges are too high for young professionals, need better options.",Survey,Positive,Credit Cards,North America,Young Professionals,44,Unresolved,Service Issue,5,Customer Service,Frequent user,We apologize for the inconvenience.,Slow Customer Service
355,2024-03-05 09:27:59.297665,The mobile app is too slow and keeps crashing.,Mobile App,Negative,Online Banking,Asia,Young Families,28,Unresolved,Service Issue,1,Technical Issue,Called last year,We apologize for the inconvenience.,High Fees
356,2024-02-27 09:27:59.297666,"The mobile app update improved performance, thank you!",Email,Mixed,Mortgage Services,Europe,Students,31,Unresolved,Service Issue,1,Technical Issue,Called last year,We are working on resolving your issue.,Slow Customer Service
357,2023-12-12 09:27:59.297668,Why are there so many hidden fees? Totally dissatisfied.,Social Media,Mixed,Loan Services,Asia,Small Business,20,Unresolved,Service Issue,3,Technical Issue,Frequent user,Your issue has been resolved.,High Fees
358,2023-10-30 09:27:59.297670,"High fees on savings accounts, definitely not competitive.",Branch Visit,Negative,Mortgage Services,Australia,Retirees,44,Unresolved,Service Issue,4,Usability,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
359,2024-06-08 09:27:59.297671,"I had a great experience getting my credit card, easy and fast process.",Social Media,Positive,Investment Advice,North America,Retirees,28,Resolved,Service Issue,1,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
360,2024-08-09 09:27:59.297673,"Very satisfied with customer service, helped resolve my issue quickly.",Branch Visit,Negative,Loan Services,Europe,Young Families,18,Unresolved,Service Issue,3,Technical Issue,Frequent user,We are working on resolving your issue.,Loan Processing Delays
361,2024-06-23 09:27:59.297675,The interest rates on savings accounts are too low.,Branch Visit,Negative,Mortgage Services,South America,Retirees,21,Resolved,Service Issue,5,Customer Service,Called last year,We apologize for the inconvenience.,High Fees
362,2024-03-23 09:27:59.297676,"The app has many technical issues, crashes frequently.",Social Media,Positive,Fees & Charges,Europe,Students,41,Unresolved,Service Issue,4,Usability,Called last year,Thank you for your feedback.,High Fees
363,2024-05-22 09:27:59.297678,The interest rates on savings accounts are too low.,Mobile App,Mixed,Loan Services,Asia,Young Families,6,Resolved,Service Issue,2,Technical Issue,Called last year,Your issue has been resolved.,Slow Customer Service
364,2023-11-29 09:27:59.297679,"The app has many technical issues, crashes frequently.",Mobile App,Mixed,Mobile Banking,North America,Small Business,7,Unresolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,Loan Processing Delays
365,2024-02-19 09:27:59.297681,"Quick and easy mortgage application, great experience.",Survey,Mixed,Credit Cards,North America,Young Families,38,Resolved,Service Issue,2,Usability,Frequent user,We apologize for the inconvenience.,ATM Failures
366,2024-08-30 09:27:59.297683,"ATM service is unreliable, often out of service.",Branch Visit,Positive,Mobile Banking,Europe,Retirees,29,Unresolved,Service Issue,1,Customer Service,Frequent user,We apologize for the inconvenience.,High Fees
367,2024-09-17 09:27:59.297684,"The credit card features are excellent, love the rewards program.",Survey,Positive,Fees & Charges,Asia,Small Business,44,Unresolved,Service Issue,2,Usability,Frequent user,We are working on resolving your issue.,Slow Customer Service
368,2023-10-28 09:27:59.297686,"The app logs me out constantly, very frustrating.",Mobile App,Mixed,Mortgage Services,South America,Small Business,10,Resolved,Service Issue,3,Customer Service,Frequent user,Thank you for your feedback.,Technical Issues
369,2024-07-25 09:27:59.297687,"ATM service is unreliable, often out of service.",Survey,Mixed,Mortgage Services,South America,Retirees,42,Resolved,Service Issue,4,Technical Issue,Called last year,We are working on resolving your issue.,Slow Customer Service
370,2024-07-11 09:27:59.297689,The interest rates on savings accounts are too low.,Mobile App,Negative,Credit Cards,North America,Students,4,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
371,2024-02-05 09:27:59.297690,"The mobile app update improved performance, thank you!",Email,Positive,Fees & Charges,South America,Young Professionals,34,Resolved,Service Issue,5,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
372,2024-01-18 09:27:59.297692,"The bank charges too many fees, thinking of switching.",Email,Positive,Mobile Banking,Australia,Young Families,28,Unresolved,Service Issue,1,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Technical Issues
373,2024-02-10 09:27:59.297694,"Great service at the branch, very helpful staff!",Branch Visit,Positive,Mortgage Services,Australia,Students,20,Resolved,Service Issue,5,Customer Service,Frequent user,Your issue has been resolved.,High Fees
374,2024-01-20 09:27:59.297695,I had to call support twice to resolve the same issue.,Branch Visit,Positive,Loan Services,Asia,Small Business,7,Unresolved,Service Issue,5,Customer Service,First interaction,Your issue has been resolved.,Loan Processing Delays
375,2024-07-28 09:27:59.297697,"The app has many technical issues, crashes frequently.",Mobile App,Positive,Loan Services,North America,Small Business,1,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,Technical Issues
376,2023-10-12 09:27:59.297699,The interest rates on savings accounts are too low.,Survey,Positive,Loan Services,South America,Retirees,38,Unresolved,Service Issue,5,Usability,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
377,2023-10-24 09:27:59.297700,"The credit card features are excellent, love the rewards program.",Branch Visit,Mixed,Investment Advice,Europe,Retirees,13,Resolved,Service Issue,1,Customer Service,Frequent user,Thank you for your feedback.,Slow Customer Service
